GemSchlNr,WpNr,Gemeinde_Gemeindeteile,Landkreis,Verbandsgemeinde,PLZ
23206202,0100,Auw bei Prüm,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0101,Schlausenbachermühle,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0102,Heidehof,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0200,Laudesfeld,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0201,Herzfenn,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0300,Schlausenbach,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0301,Hascheid,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0400,Wischeid,Eifelkreis Bitburg-Prüm,Prüm,
23206202,0401,Verschneid,Eifelkreis Bitburg-Prüm,Prüm,
23206206,,Bleialf,Eifelkreis Bitburg-Prüm,Prüm,54608
23206206,0101,Bahnhof Bleialf,Eifelkreis Bitburg-Prüm,Prüm,
23206206,0102,"Hamburg, Mühlenberg",Eifelkreis Bitburg-Prüm,Prüm,
23206206,0103,Jüstenschlag,Eifelkreis Bitburg-Prüm,Prüm,
23206206,0104,Pannenbrett,Eifelkreis Bitburg-Prüm,Prüm,
23206206,0105,Richelberg,Eifelkreis Bitburg-Prüm,Prüm,
23206206,0106,Wippelsbach,Eifelkreis Bitburg-Prüm,Prüm,
23206207,,Brandscheid,Eifelkreis Bitburg-Prüm,Prüm,54608
23206207,0101,Bongert,Eifelkreis Bitburg-Prüm,Prüm,
23206207,0102,Brandscheiderhof,Eifelkreis Bitburg-Prüm,Prüm,
23206207,0103,Feriendorf Schnee-Eifel,Eifelkreis Bitburg-Prüm,Prüm,
23206207,0104,Forsthaus Bleialf,Eifelkreis Bitburg-Prüm,Prüm,
23206207,0105,Forsthaus Brandscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206207,0106,Hamburg,Eifelkreis Bitburg-Prüm,Prüm,
23206207,0107,Schneifel,Eifelkreis Bitburg-Prüm,Prüm,
23206207,0108,Zur Wolfskaul,Eifelkreis Bitburg-Prüm,Prüm,
23206208,,Buchet,Eifelkreis Bitburg-Prüm,Prüm,54608
23206208,0101,Alferberg,Eifelkreis Bitburg-Prüm,Prüm,
23206208,0102,Halenfeld,Eifelkreis Bitburg-Prüm,Prüm,
23206208,0103,Niederlascheid,Eifelkreis Bitburg-Prüm,Prüm,
23206208,0104,Schäferhof,Eifelkreis Bitburg-Prüm,Prüm,
23206208,0105,Steinbach,Eifelkreis Bitburg-Prüm,Prüm,
23206209,,Büdesheim,Eifelkreis Bitburg-Prüm,Prüm,54610
23206209,0103,Hirtenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206209,0104,Jagdhaus Steinrich,Eifelkreis Bitburg-Prüm,Prüm,
23206209,0105,Eichensuhr,Eifelkreis Bitburg-Prüm,Prüm,
23206209,0106,Prümer Berg,Eifelkreis Bitburg-Prüm,Prüm,
23206216,,Dingdorf,Eifelkreis Bitburg-Prüm,Prüm,54614
23206222,,Feuerscheid,Eifelkreis Bitburg-Prüm,Prüm,54597
23206222,0101,Denterhof,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0102,Gesotz,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0103,Hardt Kapelle,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0104,Obere Hardt,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0105,Queckborn,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0106,Richtenweg,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0107,Schwarzbach,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0108,Streifenberg,Eifelkreis Bitburg-Prüm,Prüm,
23206222,0109,Untere Hardt,Eifelkreis Bitburg-Prüm,Prüm,
23206223,,Fleringen,Eifelkreis Bitburg-Prüm,Prüm,54597
23206223,0101,Baselt,Eifelkreis Bitburg-Prüm,Prüm,
23206223,0103,In der Muhl,Eifelkreis Bitburg-Prüm,Prüm,
23206223,0104,Lindenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206223,0105,Zingsheld,Eifelkreis Bitburg-Prüm,Prüm,
23206223,0106,Eisenackerhof,Eifelkreis Bitburg-Prüm,Prüm,
23206223,0107,Riedhof,Eifelkreis Bitburg-Prüm,Prüm,
23206224,,Giesdorf,Eifelkreis Bitburg-Prüm,Prüm,54614
23206224,0101,Rattenberg,Eifelkreis Bitburg-Prüm,Prüm,
23206226,,Weinsheim,Eifelkreis Bitburg-Prüm,Prüm,54595
23206226,0100,Gondelsheim,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0101,Bahnhof Gondelsheim,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0102,Jagdhaus,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0103,Siedlung Schwirzheim-Gondelsheim,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0200,Hermespand,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0201,Bahnhof Willwerath,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0202,"Hubertusblick, Jagd- und Bauernhaus",Eifelkreis Bitburg-Prüm,Prüm,
23206226,0300,Weinsheim,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0301,Brühlborn,Eifelkreis Bitburg-Prüm,Prüm,
23206226,0400,Willwerath,Eifelkreis Bitburg-Prüm,Prüm,
23206227,,Gondenbrett,Eifelkreis Bitburg-Prüm,Prüm,54595
23206227,0100,Gondenbrett,Eifelkreis Bitburg-Prüm,Prüm,
23206227,0101,Mattelbusch,Eifelkreis Bitburg-Prüm,Prüm,
23206227,0102,Walcherath,Eifelkreis Bitburg-Prüm,Prüm,
23206227,0103,Zum schwarzen Mann,Eifelkreis Bitburg-Prüm,Prüm,
23206227,0200,Niedermehlen,Eifelkreis Bitburg-Prüm,Prüm,
23206227,0300,Obermehlen,Eifelkreis Bitburg-Prüm,Prüm,
23206227,0400,Wascheid,Eifelkreis Bitburg-Prüm,Prüm,
23206230,,Großlangenfeld,Eifelkreis Bitburg-Prüm,Prüm,54608
23206231,,Habscheid,Eifelkreis Bitburg-Prüm,Prüm,54597
23206231,0100,Habscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206231,0101,Habscheider Mühle,Eifelkreis Bitburg-Prüm,Prüm,
23206231,0102,Niederhabscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206231,0200,Hollnich,Eifelkreis Bitburg-Prüm,Prüm,
23206231,0201,Auf dem Rehbüsch,Eifelkreis Bitburg-Prüm,Prüm,
23206231,0202,"Hallert, Hof",Eifelkreis Bitburg-Prüm,Prüm,
23206231,0203,Hollnichermühle,Eifelkreis Bitburg-Prüm,Prüm,
23206231,0204,Ritzfeld,Eifelkreis Bitburg-Prüm,Prüm,
23206231,0205,"Unter dem Rehbüsch, Hof",Eifelkreis Bitburg-Prüm,Prüm,
23206236,,Heckhuscheid,Eifelkreis Bitburg-Prüm,Prüm,54619
23206236,0101,Dackscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206236,0102,Halenfeld,Eifelkreis Bitburg-Prüm,Prüm,
23206236,0103,Heckhuscheiderstraße,Eifelkreis Bitburg-Prüm,Prüm,
23206236,0104,Halvent,Eifelkreis Bitburg-Prüm,Prüm,
23206238,,Heisdorf,Eifelkreis Bitburg-Prüm,Prüm,54614
23206250,,Kleinlangenfeld,Eifelkreis Bitburg-Prüm,Prüm,54597
23206250,0101,Siedlung,Eifelkreis Bitburg-Prüm,Prüm,
23206250,0102,Weidenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206256,,Lasel,Eifelkreis Bitburg-Prüm,Prüm,54612
23206256,0101,Birkenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206256,0102,Hontheim,Eifelkreis Bitburg-Prüm,Prüm,
23206256,0103,Steinbachhof,Eifelkreis Bitburg-Prüm,Prüm,
23206265,,Masthorn,Eifelkreis Bitburg-Prüm,Prüm,54597
23206265,0101,"Masthornermühle, Waldmühle",Eifelkreis Bitburg-Prüm,Prüm,
23206265,0102,Rothenbüsch,Eifelkreis Bitburg-Prüm,Prüm,
23206266,,Matzerath,Eifelkreis Bitburg-Prüm,Prüm,54597
23206266,0101,Dürsittert,Eifelkreis Bitburg-Prüm,Prüm,
23206271,,Mützenich,Eifelkreis Bitburg-Prüm,Prüm,54608
23206271,0101,Auf Eisenfenn,Eifelkreis Bitburg-Prüm,Prüm,
23206271,0102,Berghof,Eifelkreis Bitburg-Prüm,Prüm,
23206271,0103,Ihrenbrück,Eifelkreis Bitburg-Prüm,Prüm,
23206271,0104,Schweiler,Eifelkreis Bitburg-Prüm,Prüm,
23206272,,Neuendorf,Eifelkreis Bitburg-Prüm,Prüm,54597
23206276,,Niederlauch,Eifelkreis Bitburg-Prüm,Prüm,54614
23206279,,Nimshuscheid,Eifelkreis Bitburg-Prüm,Prüm,54612
23206279,0101,Nimshuscheider Mühle,Eifelkreis Bitburg-Prüm,Prüm,
23206279,0102,Tannenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206279,0103,Thelenmühle,Eifelkreis Bitburg-Prüm,Prüm,
23206280,,Nimsreuland,Eifelkreis Bitburg-Prüm,Prüm,54614
23206280,0101,Schweißtal,Eifelkreis Bitburg-Prüm,Prüm,
23206283,,Oberlascheid,Eifelkreis Bitburg-Prüm,Prüm,54608
23206283,0101,Auf der Brück,Eifelkreis Bitburg-Prüm,Prüm,
23206283,0102,Hascheiderhof,Eifelkreis Bitburg-Prüm,Prüm,
23206283,0103,Herzfenn,Eifelkreis Bitburg-Prüm,Prüm,
23206283,0104,Radscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206283,0105,Birkenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206284,,Oberlauch,Eifelkreis Bitburg-Prüm,Prüm,54614
23206284,0101,Bongertshof,Eifelkreis Bitburg-Prüm,Prüm,
23206284,0102,Im Tal,Eifelkreis Bitburg-Prüm,Prüm,
23206284,0103,Im Jannrech,Eifelkreis Bitburg-Prüm,Prüm,
23206288,,Olzheim,Eifelkreis Bitburg-Prüm,Prüm,54597
23206288,0101,Halbe Meile,Eifelkreis Bitburg-Prüm,Prüm,
23206288,0102,Knaufspesch,Eifelkreis Bitburg-Prüm,Prüm,
23206288,0103,Arenthhof,Eifelkreis Bitburg-Prüm,Prüm,
23206288,0104,Hof Frohnborn,Eifelkreis Bitburg-Prüm,Prüm,
23206288,0105,Hof Harelstein,Eifelkreis Bitburg-Prüm,Prüm,
23206288,0106,Vennhof,Eifelkreis Bitburg-Prüm,Prüm,
23206288,0107,Trifterhof 1,Eifelkreis Bitburg-Prüm,Prüm,
23206290,,Orlenbach,Eifelkreis Bitburg-Prüm,Prüm,54595
23206290,0101,Schloßheck,Eifelkreis Bitburg-Prüm,Prüm,
23206292,,Pittenbach,Eifelkreis Bitburg-Prüm,Prüm,54595
23206295,,Pronsfeld,Eifelkreis Bitburg-Prüm,Prüm,54597
23206295,0101,Finkendell,Eifelkreis Bitburg-Prüm,Prüm,
23206295,0102,In der Lünebach,Eifelkreis Bitburg-Prüm,Prüm,
23206295,0103,Schloßheck,Eifelkreis Bitburg-Prüm,Prüm,
23206296,,"Prüm, Stadt",Eifelkreis Bitburg-Prüm,Prüm,54595
23206296,0100,Dausfeld,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0101,Dausfelder Mühle,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0200,Niederprüm,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0201,Sonnenberg,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0300,Prüm,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0301,Kalvarienberg,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0302,Tafel,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0303,Walcherath,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0304,Wirbelscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0400,Steinmehlen,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0500,Weinsfeld,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0501,Haus Schröder,Eifelkreis Bitburg-Prüm,Prüm,
23206296,0502,"Mühle Lutz, Weinsfeldermühle",Eifelkreis Bitburg-Prüm,Prüm,
23206300,,Rommersheim,Eifelkreis Bitburg-Prüm,Prüm,54597
23206300,0100,Ellwerath,Eifelkreis Bitburg-Prüm,Prüm,
23206300,0200,Rommersheim,Eifelkreis Bitburg-Prüm,Prüm,
23206300,0201,Breitwiesental,Eifelkreis Bitburg-Prüm,Prüm,
23206300,0202,Rommersheimerheld,Eifelkreis Bitburg-Prüm,Prüm,
23206300,0203,Weinsheimerheld,Eifelkreis Bitburg-Prüm,Prüm,
23206300,0204,Meuteshof,Eifelkreis Bitburg-Prüm,Prüm,
23206302,,Roth bei Prüm,Eifelkreis Bitburg-Prüm,Prüm,54597
23206302,0100,Kobscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206302,0200,Roth bei Prüm,Eifelkreis Bitburg-Prüm,Prüm,
23206302,0201,Forsthaus Schneifel,Eifelkreis Bitburg-Prüm,Prüm,
23206302,0202,Mooshaus,Eifelkreis Bitburg-Prüm,Prüm,
23206302,0203,Mooshaus-Siedlung,Eifelkreis Bitburg-Prüm,Prüm,
23206304,,Schönecken,Eifelkreis Bitburg-Prüm,Prüm,54614
23206304,0100,Schönecken,Eifelkreis Bitburg-Prüm,Prüm,
23206304,0101,Weberhof,Eifelkreis Bitburg-Prüm,Prüm,
23206304,0200,Wetteldorf,Eifelkreis Bitburg-Prüm,Prüm,
23206304,0201,Auf dem Bellert,Eifelkreis Bitburg-Prüm,Prüm,
23206304,0202,Hauenborn,Eifelkreis Bitburg-Prüm,Prüm,
23206304,0203,Herchenbach,Eifelkreis Bitburg-Prüm,Prüm,
23206304,0204,Irsfelderhof,Eifelkreis Bitburg-Prüm,Prüm,
23206305,,Schwirzheim,Eifelkreis Bitburg-Prüm,Prüm,54597
23206305,0101,"Bockelter, Haus",Eifelkreis Bitburg-Prüm,Prüm,
23206305,0102,Eichelhof,Eifelkreis Bitburg-Prüm,Prüm,
23206305,0103,Eichhof,Eifelkreis Bitburg-Prüm,Prüm,
23206305,0104,Jagdhaus,Eifelkreis Bitburg-Prüm,Prüm,
23206305,0105,Siedlung Schwirzheim-Gondelsheim,Eifelkreis Bitburg-Prüm,Prüm,
23206305,0106,Waldhof,Eifelkreis Bitburg-Prüm,Prüm,
23206307,,Seiwerath,Eifelkreis Bitburg-Prüm,Prüm,54597
23206307,0101,Dürrbach,Eifelkreis Bitburg-Prüm,Prüm,
23206307,0102,Gerstenbergerhof,Eifelkreis Bitburg-Prüm,Prüm,
23206307,0103,Herchenberg,Eifelkreis Bitburg-Prüm,Prüm,
23206307,0104,Schartzberg,Eifelkreis Bitburg-Prüm,Prüm,
23206308,,Sellerich,Eifelkreis Bitburg-Prüm,Prüm,54608
23206308,0101,Herscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206308,0102,Hontheim,Eifelkreis Bitburg-Prüm,Prüm,
23206308,0103,Schneifelhaus,Eifelkreis Bitburg-Prüm,Prüm,
23206308,0104,Sellericherhöhe,Eifelkreis Bitburg-Prüm,Prüm,
23206308,0105,Schnee-Eifel-Hof,Eifelkreis Bitburg-Prüm,Prüm,
23206318,,Wallersheim,Eifelkreis Bitburg-Prüm,Prüm,54597
23206318,0101,Gellberg,Eifelkreis Bitburg-Prüm,Prüm,
23206318,0102,Hundsberg,Eifelkreis Bitburg-Prüm,Prüm,
23206318,0103,Jagdhaus Meerkatz,Eifelkreis Bitburg-Prüm,Prüm,
23206318,0104,Loch,Eifelkreis Bitburg-Prüm,Prüm,
23206318,0105,Schank,Eifelkreis Bitburg-Prüm,Prüm,
23206318,0106,Weißenseifen,Eifelkreis Bitburg-Prüm,Prüm,
23206318,0107,Wickenseifen,Eifelkreis Bitburg-Prüm,Prüm,
23206318,0108,Wolfswasen,Eifelkreis Bitburg-Prüm,Prüm,
23206320,,Watzerath,Eifelkreis Bitburg-Prüm,Prüm,54595
23206320,0101,Berghof,Eifelkreis Bitburg-Prüm,Prüm,
23206321,,Wawern,Eifelkreis Bitburg-Prüm,Prüm,54612
23206321,0101,Bielenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206321,0102,Fuchsenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206321,0103,"Hahn, Haus",Eifelkreis Bitburg-Prüm,Prüm,
23206321,0104,Rodenbach,Eifelkreis Bitburg-Prüm,Prüm,
23206321,0105,Schartzberg,Eifelkreis Bitburg-Prüm,Prüm,
23206327,,Winringen,Eifelkreis Bitburg-Prüm,Prüm,54614
23206328,,Winterscheid,Eifelkreis Bitburg-Prüm,Prüm,54608
23206328,0102,Heltenbachermühle,Eifelkreis Bitburg-Prüm,Prüm,
23206328,0103,"Himmesberg, Winterscheiderberg",Eifelkreis Bitburg-Prüm,Prüm,
23206328,0104,Winterscheidermühle,Eifelkreis Bitburg-Prüm,Prüm,
23206329,,Winterspelt,Eifelkreis Bitburg-Prüm,Prüm,54616
23206329,0100,Heckhalenfeld,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0200,Urb,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0201,Urbermühle,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0202,Steinebrück,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0300,Winterspelt,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0301,Breitenfenn,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0302,Eigelscheid,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0303,Elcherath,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0304,Hasselsbach,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0305,Hemmeres,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0306,Ihren,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0307,Wallmerath,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0308,Weißenhof,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0309,Berghof,Eifelkreis Bitburg-Prüm,Prüm,
23206329,0310,In Astern,Eifelkreis Bitburg-Prüm,Prüm,
23206332,,Hersdorf,Eifelkreis Bitburg-Prüm,Prüm,54597
23206332,0100,Niederhersdorf,Eifelkreis Bitburg-Prüm,Prüm,
23206332,0101,Am Rödelberg,Eifelkreis Bitburg-Prüm,Prüm,
23206332,0102,Jakobsknopp,Eifelkreis Bitburg-Prüm,Prüm,
23206332,0200,Oberhersdorf,Eifelkreis Bitburg-Prüm,Prüm,
23206332,0201,Anzelterhof,Eifelkreis Bitburg-Prüm,Prüm,
23206332,0300,Weißenseifen,Eifelkreis Bitburg-Prüm,Prüm,
23207006,,Auw an der Kyll,Eifelkreis Bitburg-Prüm,Speicher,54664
23207010,,Beilingen,Eifelkreis Bitburg-Prüm,Speicher,54662
23207010,0101,Hubertushof,Eifelkreis Bitburg-Prüm,Speicher,
23207050,,Herforst,Eifelkreis Bitburg-Prüm,Speicher,54662
23207055,,Hosten,Eifelkreis Bitburg-Prüm,Speicher,54664
23207055,0101,Haus Wollersheck,Eifelkreis Bitburg-Prüm,Speicher,
23207104,,Philippsheim,Eifelkreis Bitburg-Prüm,Speicher,54662
23207107,,Preist,Eifelkreis Bitburg-Prüm,Speicher,54664
23207107,0101,Heinzkyller Mühle,Eifelkreis Bitburg-Prüm,Speicher,
23207123,,"Speicher, Stadt",Eifelkreis Bitburg-Prüm,Speicher,54662
23207123,0101,Bahnhof Speicher,Eifelkreis Bitburg-Prüm,Speicher,
23207123,0102,Bermeshausen,Eifelkreis Bitburg-Prüm,Speicher,
23207123,0103,Commeshof,Eifelkreis Bitburg-Prüm,Speicher,
23207123,0104,Laymühle,Eifelkreis Bitburg-Prüm,Speicher,
23207123,0105,Schalfelderhof,Eifelkreis Bitburg-Prüm,Speicher,
23207123,0106,Speichermühle,Eifelkreis Bitburg-Prüm,Speicher,
23207289,,Orenhofen,Eifelkreis Bitburg-Prüm,Speicher,54298
23207311,,Spangdahlem,Eifelkreis Bitburg-Prüm,Speicher,54529
23207311,0101,Brandenmühle,Eifelkreis Bitburg-Prüm,Speicher,
23207311,0102,Reiflingerhof,Eifelkreis Bitburg-Prüm,Speicher,
23207311,0103,Scheuermühle,Eifelkreis Bitburg-Prüm,Speicher,
23208007,,Badem,Eifelkreis Bitburg-Prüm,Bitburger Land,54657
23208007,0101,Heidehof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208007,0102,Waldhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208009,,Baustert,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208009,0101,Baustertgraben,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208009,0102,Berghausen,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208009,0103,Hofenberg,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208009,0104,Auf Kinnscheid,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208013,,Bettingen,Eifelkreis Bitburg-Prüm,Bitburger Land,54646
23208013,0101,Alt-Bettingen,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208013,0102,Altenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208013,0103,Im Odendell,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208014,,Bickendorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208014,0101,Finkenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208015,,Biersdorf am See,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208015,0101,Auf dem Erzberg,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208015,0102,Hof Merkes,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208017,,Birtlingen,Eifelkreis Bitburg-Prüm,Bitburger Land,54634
23208017,0101,Eppersborn,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208017,0102,Hof Peterstal,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208017,0103,Hungerburg,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208020,,Brecht,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208020,0101,Heldhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208020,0102,Langerthof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208020,0103,Theishof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208020,0104,Tannenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208024,,Dahlem,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208026,,Dockendorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208026,0101,Buchenberg,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208026,0102,Dockendorfermühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208026,0103,Eichelhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208026,0104,Hof Wiesengrund,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,,Dudeldorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54647
23208027,0101,Birkenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0102,Eicherhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0103,Föhringsmühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0104,Heschhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0105,Ordorf,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0106,Pfalzhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0107,Rothmühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0108,Hotel im Märchen,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0109,Marschelter Mühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0110,Schälertshof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208027,0111,Wiesenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208029,,Echtershausen,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208030,,Ehlenz,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208030,0101,Ackerburg,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208030,0102,Schäfersmühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208030,0103,Banzenbach,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208030,0104,Zur Schäfersmühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208032,,Enzen,Eifelkreis Bitburg-Prüm,Bitburger Land,54646
23208032,0101,Stockfelder Hof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208032,0102,Wiesenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208034,,Eßlingen,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208034,0100,Badenborn,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208034,0200,Eßlingen,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208035,,Etteldorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54655
23208036,,Feilsdorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208036,0101,Neumühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208039,,Fließem,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208039,0101,Nattenheimer Barriere,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208039,0102,Obere Fließemer Mühle,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208039,0103,Otrang,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208043,,Gindorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54657
23208043,0101,Lissenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208043,0102,Wiesenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208044,,Gondorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54647
23208044,0101,Lingenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208045,,Halsdorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54646
23208045,0101,Burengracht,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208045,0102,Moorhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208045,0103,Schrödersgraben,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208045,0104,Sonnenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208046,,Hamm,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208048,,Heilenbach,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208057,,Hütterscheid,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208058,,Hüttingen an der Kyll,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208060,,Idenheim,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208060,0101,Meilbrück,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208060,0102,Am grünen Born,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208060,0103,Tannenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208060,0104,Wiedenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208061,,Idesheim,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208061,0101,Hofgarten,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208062,,Ingendorf,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
23208062,0101,Dreidenhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208070,,"Kyllburg, Stadt",Eifelkreis Bitburg-Prüm,Bitburger Land,54655
23208071,,Kyllburgweiler,Eifelkreis Bitburg-Prüm,Bitburger Land,54655
23208071,0101,Landmauerhof,Eifelkreis Bitburg-Prüm,Bitburger Land,
23208074,,Ließem,Eifelkreis Bitburg-Prüm,Bitburger Land,54636
